catalogNbr,coreq_text,course_code,created_at,description,id,instructors,outcomes,prereq_confidence,prereq_courses_mentioned,prereq_has_complex_logic,prereq_text,roster,subject,title,titleShort,unitsMax,unitsMin
6784,,CS 6784,2025-08-17T20:38:24.910289,"Extends and complements CS 3780 (formally CS 4780) and CS 5780, giving in-depth coverage of new and advanced methods in machine learning.",FA25-CS-6784-1,"[""sad252"", ""sad252"", ""jjs533"", ""jjs533"", ""kqw4"", ""kqw4"", ""tg436"", ""tg436""]",,0.6000000000000001,2,True,CS 3780 or CS 5780 or equivalents or permission of instructor.,FA25,CS,Advanced Topics in Machine Learning,Advanced Topics in Machine Learning,4.0,4.0
6820,,CS 6820,2025-08-17T20:38:24.910302,"Methodology for developing and analyzing efficient algorithms. Understanding the inherent complexity of natural problems via polynomial-time algorithms, advanced data structures, randomized algorithms, approximation algorithms, and NP-completeness. Additional topics may include algebraic and number theoretic algorithms, circuit lower bounds, online algorithms, or algorithmic game theory.",FA25-CS-6820-1,"[""rdk2"", ""rdk2""]",,0.9,1,True,CS 4820 or graduate level students.,FA25,CS,Analysis of Algorithms,Analysis of Algorithms,4.0,4.0
6830,,CS 6830,2025-08-17T20:38:24.910313,"A rigorous introduction to the theoretical foundations of the cryptography that powers much of the modern world. As this is a theoretical class, the emphasis will be on formal definitions and proofs. E.g., what does it mean to communicate securely? Can I prove that I am who I claim to be without revealing additional information (such as information that allows others to impersonate me)?Topics include one-way functions, pseudorandom number generators, public-key encryption, zero-knowledge proofs, digital signatures, etc. We will also see some more exotic primitives, such as fully homomorphic encryption, and we might briefly discuss program obfuscation and/or cryptocurrency.",FA25-CS-6830-1,"[""nhs59""]",,0.0,0,True,"general ease with algorithms and elementary probability theory, maturity with mathematical proofs (ability to read and write mathematical proofs).",FA25,CS,Cryptography,Cryptography,3.0,3.0
6832,,CS 6832,2025-08-17T20:38:24.910324,"Quantum information and computation have had a profound impact on cryptography, and understanding the connections between them is an active area of research. This course will cover a selection of cutting-edge topics in quantum cryptography, including quantum attacks on classical protocols, provable security against quantum attacks, cryptographic protocols that leverage quantum resources (e.g. quantum key distribution, quantum money, etc.), and connections to quantum complexity theory.",FA25-CS-6832-1,"[""nps52""]",,0.0,0,False,,FA25,CS,Quantum Cryptography,Quantum Cryptography,3.0,3.0
6840,,CS 6840,2025-08-17T20:38:24.910331,"Algorithmic Game Theory combines algorithmic thinking with game-theoretic, or more generally, economic concepts. Designing and analyzing large-scale multi-user systems and as well as such markets, requires good understanding of tools from algorithms, game theory, and graph theory. The course will develop mathematically sophisticated techniques at the interface between algorithms and game theory, and will consider their applications to markets, auctions, networks, as well as the Internet.",FA25-CS-6840-1,"[""et28"", ""et28""]",,0.0,0,False,,FA25,CS,Algorithmic Game Theory,Algorithmic Game Theory,4.0,4.0
6861,,CS 6861,2025-08-17T20:38:24.910337,"Kleene algebra is the algebra of regular expressions and finite automata, structures of fundamental importance in computer science. Kleene algebra is the algebraic theory of these objects, although it has many other natural and useful interpretations: relational algebra, programming language semantics, program logics, automata and formal languages, network programming, computational geometry, and the design and analysis of algorithms. In this course we will explore the theory and applications of this system, including models, deductive systems, completeness and complexity results, and applications in the areas mentioned above. A final paper or project will be due on which the course grade will be based. It will be either an independent study with a final paper and presentation, or a software project and presentation, at the students' choice.",FA25-CS-6861-1,"[""am2344"", ""am2344""]",,0.0,0,False,,FA25,CS,Introduction to Kleene Algebra,Introduction to Kleene Algebra,4.0,4.0
7090,,CS 7090,2025-08-17T20:38:24.910343,Weekly meeting for the discussion and study of important topics in the field.,FA25-CS-7090-1,"[""la13""]",,0.0,0,False,,FA25,CS,Computer Science Colloquium,Computer Science Colloquium,1.0,1.0
7190,,CS 7190,2025-08-17T20:38:24.910349,"The Programming Languages Discussion Group meets weekly to discuss papers in the area of programming languages, program analysis, and compilers. The goal is to encourage interactions and discussions between students, researchers, and faculty with interests in this area. The seminar is open to everybody interested in languages and compilers. First-year and second-year students are especially encouraged to participate.",FA25-CS-7190-1,"[""als485""]",,0.6000000000000001,1,True,CS 6110 or permission of instructor.,FA25,CS,Seminar in Programming Languages,Seminar in Programming Languages,1.0,1.0
7290,,CS 7290,2025-08-17T20:38:24.910358,"Talks on various methods in scientific computing, the analysis of their convergence properties and computational efficiency, and their adaptation to specific applications.",FA25-CS-7290-1,"[""asd239""]",,0.0,0,False,,FA25,CS,Seminar on Scientific Computing and Numerics,Seminar on Scientific Computing and Numerics,1.0,1.0
7390,,CS 7390,2025-08-17T20:38:24.910365,The database seminar is the weekly meeting of students and faculty interested in data management and data mining at Cornell. We typically discuss one or two papers on related topics per session. We focus on recent and seminal papers of general interest.,FA25-CS-7390-1,"[""sg2385""]",,0.0,0,False,,FA25,CS,Database Seminar,Database Seminar,1.0,1.0
7490,,CS 7490,2025-08-17T20:38:24.910371,"The Systems Research Seminar discusses recent, interesting papers in the systems area, broadly defined to span operating systems, distributed systems, networking, architecture, databases, security, and programming languages. The goal is to foster technical discussions among the Cornell systems research community.",FA25-CS-7490-1,"[""la13""]",,0.0,0,False,,FA25,CS,Systems Research Seminar,Systems Research Seminar,1.0,1.0
7690,,CS 7690,2025-08-17T20:38:24.910377,The Graphics/Vision Research Seminar discusses recent research in the areas of computer graphics and computer vision. The goal is to foster technical discussions and collaboration among the Cornell graphics and vision research community.,FA25-CS-7690-1,"[""srm2""]",,0.0,0,False,,FA25,CS,Computer Graphics and Vision Seminar,Computer Graphics and Vision Seminar,1.0,1.0
7790,,CS 7790,2025-08-17T20:38:24.910383,"The AI seminar will meet weekly for lectures by graduate students, faculty, and researchers emphasizing work-in-progress and recent results in AI research.",FA25-CS-7790-1,"[""cmd353""]",,0.0,0,False,,FA25,CS,Seminar in Artificial Intelligence,Seminar in Artificial Intelligence,1.0,1.0
7792,,CS 7792,2025-08-17T20:38:24.910390,Reading group on advanced topics in machine learning.,FA25-CS-7792-1,"[""kme72""]",,0.0,0,False,,FA25,CS,Special Topics in Machine Learning,Special Topics in Machine Learning,1.0,1.0
7794,,CS 7794,2025-08-17T20:38:24.910396,"This course, the NLP seminar, is a weekly meeting for people currently or soon to be actively doing research in NLP. (Students simply looking to learn more about NLP should not enroll, but should take one of our lecture courses instead.) One participant leads discussion each week, either of a recently published paper or of their own work in progress.",FA25-CS-7794-1,"[""ctc9""]",,0.0,0,False,,FA25,CS,Seminar in Natural Language Understanding,Seminar in Natural Language Understanding,1.0,1.0
7796,,CS 7796,2025-08-17T20:38:24.910402,Informal seminar in which current topics in robotics are discussed.,FA25-CS-7796-1,"[""tb557""]",,0.0,0,False,,FA25,CS,Robotics Seminar,Robotics Seminar,1.0,1.0
7800,,CS 7800,2025-08-17T20:38:24.910408,,FA25-CS-7800-1,"[""mpk76""]",,0.0,0,False,,FA25,CS,Topics in Theory of Computing,Topics in Theory of Computing,1.0,1.0
7890,,CS 7890,2025-08-17T20:38:24.910417,"The theory seminar will meet weekly for lectures by graduate students, faculty, and researchers emphasizing work-in-progress and recent results related to theory of computing.",FA25-CS-7890-1,"[""ec583""]",,0.0,0,False,,FA25,CS,Seminar in Theory of Algorithms and Computing,Seminar in Theory of Algorithms and Computing,1.0,1.0
7999,,CS 7999,2025-08-17T20:38:24.910444,Independent research for CS PhD students who have not yet passed their A-exam.,FA25-CS-7999-1,"[""ja679"", ""ra625"", ""ddl6"", ""rv22"", ""kb97"", ""hw228"", ""dsb253"", ""kpb3"", ""ctc9"", ""mrc26"", ""asd239"", ""cd326"", ""kqw4"", ""jnf27"", ""cpg5"", ""ajt253"", ""fvg3"", ""jyh13"", ""bh497"", ""wmw2"", ""tj36"", ""zz284"", ""agw62"", ""mfj28"", ""rfk65"", ""jmk6"", ""rdk2"", ""dck10"", ""hk478"", ""ljl2"", ""srm2"", ""dm655"", ""cz448"", ""mc288"", ""khp37"", ""mad324"", ""fbs2"", ""amr459"", ""bs54"", ""avz2"", ""dbs10"", ""nk447"", ""phg5"", ""ks999"", ""et28"", ""nhs59"", ""ool6"", ""sg2385"", ""ajc473"", ""rs2293"", ""rn283"", ""la13"", ""ms3375"", ""sad252"", ""mru8"", ""ec583"", ""gh384"", ""cmd353"", ""it224"", ""cd434"", ""vk379"", ""sa933"", ""am2344"", ""jah659"", ""kme72"", ""tb557"", ""ep432"", ""sc2582"", ""als485"", ""hy299"", ""amt298"", ""mmw255"", ""rz13"", ""ws455"", ""ma839"", ""dha7"", ""cb535"", ""fb238"", ""tkc28"", ""nld42"", ""sd977"", ""rd597"", ""se37"", ""ae333"", ""sf375"", ""ng343"", ""zg265"", ""plg67"", ""tg436"", ""gg434"", ""ug28"", ""hbh46"", ""wgj23"", ""mpk76"", ""azk22"", ""wm347"", ""eam398"", ""jfm37"", ""dm484"", ""km967"", ""jgm19"", ""acm22"", ""an17"", ""tsp53"", ""fp264"", ""tjr92"", ""ks2375"", ""zds22"", ""pjs54"", ""kns32"", ""jjs533"", ""at422"", ""mv443"", ""fw259"", ""qy242"", ""fy86"", ""cel85"", ""awb93"", ""yya5"", ""sjb344"", ""de226"", ""hh586"", ""aj495"", ""mn469"", ""rnp3"", ""tr297"", ""vs443""]",,0.0,0,False,,FA25,CS,Independent Research,Independent Research,12.0,1.0
